ada,payment
ada,wedding-present
ada,doctor's-fee
ada,school-fee
ada,as-is-appropriate
ada,as-is-fitting
ada,gift
ada la harusi,present
ada ya kuingilia,admission
ada ya mganga,doctor
ada ya peremende kali,peppermint
ada ya shule,school
adabu,good-behaviour
adabu,consideration
adabu,courtesy
adabu,manners
adabu,politeness
adabu,behaviour
adamu,Adam
adawa,enmity
adawa,hostility
adawa,ill-will
Aden,Aden-(city)
Aden,Aden
adesi,lentil
adha,discomfort
adha,trouble
adhabu,chastise
adhabu,persecute
adhabu,punish
adhabu,pain
adhabu,penalty
adhabu,persecution
adhabu,punishment
adhabu,pursuit
adhabu,torment
adhama,authority
adhama,call-to-prayer-of-the-muezzin
adhama,dignity
adhama,fame
adhama,glory
adhama,grandeur
adhama,greatness
adhama,honour
adhama,pomp
adhama,power
adhama,splendour
adhama,call
adhana,call-to-prayer
adhana,call-to-prayer-of-the-muezzin
adhana,call
adhana,prayer
adhibika,be-punished
adhibika,punish
adhibisha,annoy
adhibisha,chastise
adhibisha,harass
adhibisha,pass-judgement
adhibisha,cause-pain
adhibisha,punish
adhibisha,sentence
adhibisha,torment
adhibisha,molest
adhibisha,judgement
adhibisha,pain
adhibiwa,be-punished
adhibiwa,punish
adhibu,annoy
adhibu,chastise
adhibu,harass
adhibu,pass-judgement
adhibu,cause-pain
adhibu,punish
adhibu,sentence
adhibu,torment
adhibu,molest
adhibu,judgement
adhibu,pain
adhima,authority
adhima,dignity
adhima,fame
adhima,grandeur
adhima,greatness
adhima,pomp
adhima,power
adhima,splendour
adhimia,praise-someone
adhimia,praise
adhimisha,celebrate
adhimisha,exalt
adhimisha,glorify
adhimisha,honour
adhimisha,magnify
adhimisha,praise
adhimisho,celebration
adhimisho,ceremony
adhimisho,solemnity
adhimu,celebrate
adhimu,exalt
adhimu,glorify
adhimu,honour
adhimu,magnify
adhimu,praise
adhimu,great
adhimu,important
adhimu,significant
adhimu,greatly
adhimu,importantly
adhimu,significantly
adhini,call-to-prayer
adhini,prayer
adhiri,criticize
adhiri,defame
adhiri,degrade
adhiri,find-fault-with
adhiri,humiliate
adhiri,reprove
adhiri,slander
adhiri,fault
adhuhuri,midday
adhuhuri,noon-(between-12:00-and-2:00)
adhuhuri,time-of-second-prayers
adhuhuri,noon
adhuuri,noon-(between-12-and-2-o'clock)
adhuuri,midday
adhuuri,time-of-second-prayers
adhuuri,noon
adhuuri,prayer
adi,accompany
adi,escort
adi,go-part-of-the-way-with-someone-(e.g.
adi,-a-guest)
adi,go
adia,valuable-gift
adia,present
adia,gift
adibisha,cause-to-be-brought-up
adibisha,cause-to-be-educated
adibisha,cause-to-be-taught-good-manners
adibisha,train-in-good-manners
adibisha,brought
adibisha,educate
adibisha,manners
adibisha,train
adibu,bring-up
adibu,educate
adibu,teach-good-manners
adibu,courteous
adibu,gracious
adibu,polite
adibu,well-bred
adibu,Behave-yourself!
adibu,well
adibu,teach
adibu nafsi yako,behave
adili,conduct-oneself-well
adili,be-impartial
adili,be-just
adili,be-righteous
adili,correct
adili,honest
adili,impartial
adili,just
adili,right
adili,righteous
adili,straightforward
adili,honourable-conduct
adili,ethics
adili,good-conduct
adili,impartiality
adili,justice
adili,morality
adili,morals
adili,conduct
adilifu,correct
adilifu,honest
adilifu,impartial
adilifu,just
adilifu,right
adilifu,righteous
adilifu,straightforward
adilisha,cause-to-be-moral
adilisha,teach-morality
adilisha,cause-to-be-righteous
adilisha,teach-good-conduct
adilisha,teach-right-conduct
adilisha,moral
adilisha,morality
adilisha,righteous
adilisha,teach
adimika,be-unobtainable
adimika,be-rare
adimika,be-scarce
adimika,rare
adimika,scarce
adimika,unobtainable
adimu,deficient
adimu,faulty
adimu,inadequate
adimu,insufficient
adimu,rare
adimu,scarce
adimu,unobtainable
adimu,unsatisfactory
adinasi,free-person
adinasi,person-of-good-birth
adinasi,birth
adinasi,free
admeli,admiral
admirali,admiral
ado,slow-motion
ado,delay
ado ado,slowly
ado ado,delay
ado ado,slow
adua,prepare-magical-charms-(against-the-evil-eye)
adua,make-offerings
adua,make-sacrifices
adua,charms
adua,offering
adua,sacrifice
adui,enemy
adui,foe
adui,opponent
adui,terrorist
adui,devil
adui mbaya,devil
afa,accident
afa,bad-luck
afa,calamity
afa,catastrophe
afa,damage
afa,danger
afa,disaster
afa,horror
afa,injury
afa,injustice
afa,menace
afa,misfortune
afa,mishap
afa,peril
afa,terror
afa,threat
afadhali,preferable
afadhali,better
afadhali,particularly
afadhali,preferably
afadhali,rather
afande,effendi-(title-of-rank-used-by-soldiers-and-police)
afande,effendi
afdhali,preferable
afdhali,better
afdhali,particularly
afdhali,preferably
afdhali,rather
afendi,effendi-(Turkish-title-of-rank)
afendi,effendi
afia,health
afia,strength
afia,vigour
afikana,agree-together
afikana,come-to-an-agreement
afikana,compromise
afikana,make-a-contract
afikana,be-reconciled
afikana,make-a-settlement
afikana,come-to-an-understanding
afikana,agree
afikana,agreement
afikana,contract
afikana,reconcile
afikana,settle
afikana,understanding
afikanisha,appease
afikanisha,conciliate
afikanisha,reconcile
afikanisha,satisfy
afike,arrive-(subjunctive)
afike,arrive
afiki,agree
afiki,appease
afiki,assent
afiki,correspond
afiki,fit
afiki,be-fitting
afiki,be-the-same-as
afiki,satisfy
afiki,come-to-an-agreement
afiki,make-a-settlement
afiki,be-reconciled
afiki,agreement
afiki,fitting
afiki,reconcile
afiki,same
afiki,settle
afikiana,agree
afikiana,come-to-an-agreement
afikiana,compromise
afikiana,make-a-contract
afikiana,be-reconciled
afikiana,make-a-settlement
afikiana,come-to-an-understanding
afikiana,agreement
afikiana,contract
afikiana,reconcile
afikiana,settle
afikiana,understanding
afikiano,agreement
afikiano,compromise
afikiano,pact
afikiano,settlement
afikiano,contract
afikiano,treaty
afikiano,mutual-understanding
afikiano,understanding
afiriti,evil-genius
afiriti,wicked-person
afiriti,evil
afiriti,wicked
afisa,military-officer
afisa,officer
afisa,official
afisa,regular-officer
afisa wa daima,officer
afisi,bureau
afisi,department
afisi,(government)-institution
afisi,institution
afiuni,opium
Afrika,Africa
Afrika,North-Africa
Afrika,Central-Africa
Afrika,South-Africa
Afrika,West-Africa
Afrika,East-Africa
Afrika Kusini,south-Africa
Afrika ya kaskazini,Africa
Afrika ya kaskazini,north-Africa
afrika ya kati,Central-African-Republic
afrika ya kati,CAR-(Central-African-Republic)
afrika ya kati,Central-Africa
Afrika ya Kati,Africa
Afrika ya Katikati,Africa
Afrika ya kusini,Africa
Afrika ya magharibi,Africa
Afrika ya magharibi,west-Africa
Afrika ya Mashariki,Africa
Afrika ya Mashariki,East-Africa
afrikanaizesheni,Africanization
afriti,devil
afriti,evil-genius
afriti,malicious-person
afriti,evil-spirit
afriti,wicked-person
afriti,evil
afriti,malicious
afriti,spirit
afriti,wicked
afu,jasmine-blossoms-(wild)
afu,liberation
afu,free
afu,liberate
afu,release
afu,redemption
afu,salvation
afu,deliverance-from-calamity
afu,deliver-from-calamity
afu,protection
afu,defence
afu,guard
afu,protect
afu,defend
afu,flower-of-the-wild-jasmine
afu,forgive
afu,pardon
afu,heal
afu,cure
afu,save
afu,help
afu,deliverance
afu,flower
afu,jasmine
afua,cure
afua,defend
afua,deliver-from-calamity
afua,forgive
afua,free
afua,guard
afua,heal
afua,liberate
afua,pardon
afua,protect
afua,release
afua,save
afua,defence
afua,liberation
afua,protection
afua,redemption
afua,salvation
afua,deliver
afudhali,better
afudhali,particularly
afudhali,preferably
afudhali,rather
afueni,convalescent-leave
Afuganistani,Afghanistan
Afya,put-on-oath
Afya,sneeze
Afya,health
Afya,strength
Afya,vigour
Afya,good-health
Afya,health!--(response-to-a-sneeze)
Afya,public-health
afya,oath
afya ya jamii,health
afyuni,opium
aga,agree
aga,agree-with
aga,come-to-an-agreement
aga,make-a-contract
aga,destroy
aga,say-goodbye
aga,leave
aga,take-one's-leave
aga,take-leave-of
aga,contract
aga,goodbye
aga,take-leave
agana,agree
agana,make-an-agreement
agana,make-a-contract
agana,say-goodbye-(to-each-other)
agana,take-leave-of-each-other-(for-a-long-period)
agana,make-a-pact
agana,agreement
agana,contract
agana,goodbye
agana,pact
agana,take-leave
agano,agreement
agano,arrangement
agano,contract
agano,covenant
agano,departure
agano,farewell
agano,pact
agano,parting
agano,promise
agano,settlement
agano,testament
agano,treaty
agano,understanding
agano,vow
Agano la Kale,Old-Testament
agenti,silver
aghalabu,chiefly
aghalabu,mainly
aghalabu,more-often
aghalabu,mostly
aghalabu,ordinarily
aghalabu,as-a-rule
aghalabu,usually
aghalabu,rule
aghlabu,chiefly
aghlabu,mainly
aghlabu,more-often
aghlabu,mostly
aghlabu,ordinarily
aghlabu,as-a-rule
aghlabu,usually
aghlabu,rule
agia,befit
agia,suit
agiza,charge
agiza,commission
agiza,direct
agiza,instruct
agiza,give-instructions
agiza,order
agiza,instructions
agizia,order-for
agizia,order
agizo,commission
agizo,direction
agizo,directive
agizo,instruction
agizo,order
agizo,regulation
agizwa,be-ordered
agizwa,order
ago,short-term-leave-from-one's-regular-fishing-area-to-fish-elsewhere
ago,leave
Agosti,August
agronomia,agronomy
agua,divine
agua,foretell
agua,interpret-(a-dream-or-omen)
agua,predict
agua,prophesy
agua,treat-(usu.--with-charms-or-potions)
agua,interpret
agua,treat
agulia,predict
agulia,prophesy
aguliwa,be-predicted
aguliwa,predict
aguzi,apparatus-for-removing-a-spell
aguzi,interpretation-(of-a-dream-or-omen)
aguzi,medicine
aguzi,prediction
aguzi,prophesy
aguzi,remedy
aguzi,apparatus
aguzi,interpretation
ah,(expresses-joy)
ah,(expresses-pain)
ah,(expresses-surprise)
ah,joy
ah,pain
ah,surprise
ahadi,keep-a-promise
ahadi,keep-a-vow
ahadi,make-a-promise
ahadi,break-a-promise
ahadi,break-a-vow
ahadi,agreement
ahadi,covenant
ahadi,obligation
ahadi,promise
ahadi,vow
ahali,family
ahali,relations
ahali,relative-(distant)
ahali,wife
ahali,relative
ahera,afterlife
ahera,hereafter
ahera,life-to-come
ahera,next-world
aheri,border
aheri,end
aheri,limit
ahi,brother
ahi,common-people
ahi,friend
ahi,rabble
ahidi,agree
ahidi,promise
ahidi,vow
ahidiana,promise-one-another
ahidiana,promise
ahidiwa,be-promised
ahidiwa,promise
ahiri,procrastinate
ahiri,delay
ahiri,hesitate
ahiri,be-postponed
ahiri,be-put-off
ahiri,postpone
ahiri,put-off
ahirisha,postpone
ahirisha,delay
ahirisha,put-off
ahirisha,put
ahiriwa,be-delayed
ahiriwa,delay
ahli,family
ahli,relations
ahli,relative-(distant)
ahli,wife
ahli,relative
ahsante,thanks
ahsante,thank-you
aibika,be-abashed
aibika,be-ashamed
aibika,be-disgraced
aibika,be-dishonoured
aibika,be-embarrassed
aibika,abashed
aibika,ashamed
aibika,disgrace
aibika,dishonoured
aibika,embarrassed
aibisha,abash
aibisha,disconcert
aibisha,disgrace
aibisha,dishonour
aibisha,embarrass
aibisha,humiliate
aibisha,shame
aibisho,disgrace
aibisho,dishonour
aibisho,embarrassment
aibisho,humiliation
aibisho,scandal
aibisho,shame
aibu,disgrace
aibu,dishonour
aibu,embarrassment
aibu,humiliation
aibu,scandal
aibu,shame
aidha,furthermore
aidha,next
aidha,and
aidha,besides
aidha,further
aidha,moreover
aidha,or
aidha,then
aidha,thereupon
aidha,either
aili,blame
aili,criticize
aili,reproach
ailisha,blame
ailisha,criticize
ailisha,reproach
aina,breed-(of-cattle-etc.)
aina,class
aina,grade-(of-merchandise)
aina,kind
aina,sex-(biological)
aina,sort
aina,species
aina,type
aina,breed
aina,grade
aina,sex
aini,classify
aini,define
aini,differentiate
aini,distinguish
aini,explain
aini,show
aini,specify
ainika,be-specified
ainika,specified
ainisha,classify
ainisha,distinguish
aisee,hello
aisee,I-say
aisee,Oh-really!
Aisee!,really
Aisilandi,Iceland
aiskrimu,ice-cream
aiyosa,children's-game
ajabia,admire
ajabia,wonder-about
ajabia,wonder
ajabu,astonishing
ajabu,extraordinarily
ajabu,wonderfully
ajabu,wonder
ajabu,surprising-thing
ajabu,marvel
ajabu,surprise
ajabu,be-surprised
ajabu,be-astonished
ajabu,surprising
ajabu,amazement
ajabu,amazing-thing
ajabu,be-amazed
ajabu,amazing
ajabu,extraordinary
ajabu,astonishingly
ajabu,strange-thing
ajabu,strange
ajabu,anomalous
ajabu,singular
ajabu,amazed
ajabu,astonish
ajali,accident
ajali,chance
ajali,destination
ajali,destiny
ajali,fate
ajali,hour-of-death
ajara,pay
ajara,wages
ajazi,be-helpless
ajazi,be-infirm
ajazi,be-weak
ajazi,helpless
ajazi,infirm
ajazi,weak
ajenda,agenda
ajenti,agent
ajenti,foreman
ajenti,manager
ajentina,Argentina
ajibu,marvel
ajibu,be-surprised
ajibu,astonishing
ajibu,extraordinary
ajibu,amazement
ajibu,surprised
ajihi,pay-a-visit-on-s.o.--(at-a-considerable-distance)
ajihi,visit
ajili,account
ajili,cause
ajili,reason
ajili,sake
ajili,because-of
ajili,on-the-strength-of
ajili,therefore
ajili,due-to
ajili,as-a-result-of
ajili,thanks-to
ajinabi,alien
ajinabi,foreign
ajinabi,unrelated
ajira,employment
ajiri,employ
ajiri,engage
ajiri,enlist
ajiri,hire
ajiri,recruit-(labourers-or-soldiers)
ajiri,recruit
ajirisha,employ-someone-for-pay
ajirisha,hire-for-work
ajirisha,lease
ajirisha,rent
ajirisha,employ
ajirisha,hire
ajiriwa,be-hired
ajiriwa,hire
ajiza,dilatory
ajiza,hesitant
ajiza,slack
ajiza,weak
ajiza,delay
ajiza,hesitancy
ajiza,indecision
ajiza,laziness
ajiza,limpness
ajiza,negligence
ajiza,weakness
ajizi,dilatory
ajizi,hesitant
ajizi,slack
ajizi,weak
ajizi,be-feeble
ajizi,linger
ajizi,loiter
ajizi,delay
ajizi,hesitancy
ajizi,indecision
ajizi,laziness
ajizi,limpness
ajizi,negligence
ajizi,weakness
ajizi,feeble
ajizika,be-lazy
ajizika,lazy
ajuza,old-woman
ajuza,woman
aka,act-as-if
aka,build
aka,erect-(with-stone)
aka,feign
aka,pretend-to-be
aka,expresses-negation
aka,expresses-amazement
aka,expression-of-annoyance
aka,expression-of-astonishment
aka,expression-of-impatience
aka,annoyance
aka,astonishment
aka,impatience
aka,no
aka,wow
aka,act
aka,erect
aka,pretend
akali,few
akali,individual
akali,isolated
akali,aloneness
akali,isolation
akali,segregation
akarabu,hand
akarabu,indicator
akarabu,pointer
akari,intoxicating-drink
akari,drink
ake,her
ake,his
ake,its
ake,their-(sing)
ake,their
akhera,afterlife
akhera,hereafter
akhera,life-to-come
akheri,border
akheri,end
akheri,limit
akhtari,crowd
akhtari,gathering
akhuyari,better
akhuyari,well
aki,brother
aki,common-people
aki,friend
aki,rabble
aki,arc
aki (mtiririko wa elektroni hewani),arc
akia,devour
akia,gorge-oneself
akia,gulp-down
akia,swallow
akiba,savings
akiba,savings-bond
akiba,save
akiba,lay-aside
akiba,dip-into-one's-savings
akiba,supply
akiba,reserve
akiba,something-in-store
akiba,stock
akiba,spare-part
akiba,store
akiba ya wananchi,savings
akida,adjutant
akida,chief
akida,foreman
akida,leader
akida,manager
akida,officer
akida,supervisor
akidi,conclude
akidi,end
akidi,finish
akidi,suffice
akidu,contractor
akifa,entrust-with-(a-task-or-money-or-property)
akifia,entrust
akifu,curb
akifu,have-a-fixed-price
akifu,refuse
akifu,reject
akifu,stop
akifu,fixed-price
akika,burial-ceremony-for-a-child
akika,ceremony-of-a-baby's-first-haircut
akika,burial
akika,haircut
akiki,burial-ceremony-for-a-child
akiki,carnelian
akiki,slaughtering-of-a-goat-for-the-festival-of-the-first-hair-cutting
akiki,burial
akiki,slaughter
akili,cleverness
akili,wit
akili,understanding
akili,reason
akili,intelligence
akili,intellect
akili,knowledge
akili,mind
akili,sound-mind
akili,broaden-one's-mind
akili,make-mentally-ill
akili,be-mentally-ill
akili,judgment
akili,discretion
akili,ability
akili,capability
akili,proficiency
akili,competence
akili,sense
akili,thought
akili,consider
akili,reflect
akili,lose-one's-senses
akili,become-agitated
akili,trick-(in-a-good-sense)
akili,plan
akili,trick
akili timamu,mind
akina,group-of-people-sharing-a-unifying-characteristic
akina,So-and-So
akina,family
akina,descent
akina,extraction
akina,person-or-people-like-(something)
akina,group
akina,person
akina,so
akina baba,menfolk
akina mama,womenfolk
akina sisi,person-like-us
akina sisi,us
akisha,cause-to-be-built
akisha,build
akisi,reflect
ako,your-(singular)
ako,your
akrab,southwest
akrab magharibi,southwest
akrab matlai,southeast
akraba,relation
akraba,relative-(only-of-the-first-degree)
akraba,relative
akrabu,indicator
akrabu,pointer
akrabu,scorpion
akrabu,hand-of-a-clock
akrabu ya saa,hand
aksante,thanks
aksante,thank-you
aksidenti,accident
aktari,crowd
aktari,gathering
aktini,actinium
aktinidi,actinide
akwe,her
akwe,his
ala,expresses-impatience
ala,expresses-amazement
ala,apparatus
ala,appliance
ala,case-(for-knife-or-sword)
ala,implement
ala,instrument
ala,scabbard-(for-knife-or-sword)
ala,sheath-(for-knife-or-sword)
ala,tool
ala,case
ala,impatience
ala,scabbard
ala,sheath
ala,wow
ala kulli hali,anyhow
ala kulli hali,anyway
ala ya muziki,musical-instrument
ala ya muziki,instrument
alaa,is-that-so?
alaa?,so
alama,grade
alama,indication
alama,mark
alama,postmark
alama,sign
alama,symbol
alama,trace
alama,punctuation-mark
alama ya kituo,punctuation
alama ya kushangaa,exclamation
alama ya kutaja,quotation
alama ya kuuliza,question
alama ya usawa,equals-sign
alama ya usawa,equals
alama ya vidole,fingerprint
alamisha,bookmark
alamisho,bookmark
alamsiki,farewell
alamsiki,good-bye
alamu,banner
alamu,flag
alamu,signalling-flag
alamu,warning
alamu,signal
alasiri,late-afternoon
alasiri,prayer-(between-3-and-5-o'clock)
alasiri,one-hundred-Tanzanian-shillings
alasiri,afternoon
alasiri,hundred
alasiri,prayer
alau,at-any-rate
alau,anyhow
alau,at-last
alau,even
alau,although
alau,any
Albania,Albania
albatrosi,albatross
alfabeti,alphabet
alfafa,cloth-worn-after-circumcision-to-protect-the-wound
alfafa,coth
alfajiri,dawn
alfajiri,daybreak
alfajiri,prayer-(at-4-AM)
alfajiri,prayer
alfala,cloth-worn-after-circumcision-to-protect-the-wound
alfala,cloth
Alhamdulillahi,praise
alhamisi,Thursday
alhamisi,Maundy-Thursday
Alhamisi kuu,Thursday
alhasil,consequently
alhasil,hence
alhasil,similarly
alhasil,then
alhasil,thereupon
alhasil,in-this-way
alhasil,thus
alhasil,this-way
alhasir,consequently
alhasir,hence
alhasir,similarly
alhasir,then
alhasir,thereupon
alhasir,in-this-way
alhasir,thus
alhasir,this-way
alia,make-marks-on-the-body-(by-a-blow)
alia,mark
alijebra,algebra
alika,invite
alika,summon
alika,call
alika,beckon
alika,entice
alika,inform
alika,explain
alika,communicate
alika,challenge
alika,declare-war
alika,explode
alika,go-off-(of-bombs)
alika,snap
alika,crack
alika,crackle
alika,click
alika,splash
alika,ripple-(of-water)
alika,confine-(to-a-house-or-room)
alika,intern
alika,confine
alika,ripple
alika vita,declare
alikana,invite-each-other
alikana,invite
aliki,attach
aliki,fasten
aliki,hang
aliki,hang-up
aliko,call
aliko,challenge
aliko,clapping
aliko,cracking-(noise)
aliko,invitation
aliko,snapping-of-the-fingers
aliko,summons
aliko,crack
aliko,snap
alili,very
alimradhi,accordingly
alimradhi,hence
alimradhi,and-so
alimradhi,and-then
alimradhi,therefore
alimradhi,so
alimradhi,then
alimradi,accordingly
alimradi,hence
alimradi,and-so
alimradi,and-then
alimradi,therefore
alimradi,so
alimradi,then
alisa,dancing-place
alisa,dance
alisha,summon
alisha,set-off-(a-bomb)
alisha,explode-something
alisha,crack-something
alisha,crack-the-fingers
alisha,send-ripples-(through-water)
alisha,crack
alisha,explode
alisha,ripple
alisha,set
alisha vidole,crack
aliyekundaa,dwarf
alizeti,sunflower
aljeria,Algeria
Allah,God-(Moslem)
almari,chest-of-drawers
almari,chest
almaria,braid
almaria,braids
almaria,embroidery
almasi,diamond
almasi,brilliant
almasi,Almasi
almuradi,accordingly
almuradi,consequently
almuradi,hence
almuradi,and-so
almuradi,and-then
almuradi,then
almuradi,therefore
almuradi,thereupon
almuradi,so
aloi,alloy-(steel-...)
aloi,steel-alloy
aloi (... ya chuma cha pua),alloy
aloi ya chuma cha pua,alloy
alosto,broke
alowensi,allowance
altare,altar
alumini,aluminium
aluminiamu,aluminium
alwaridi,attar-of-roses
alwaridi,attar
ama,or
ama,either
ama,yet
ama,however
ama,wow!
ama,expresses-impatience
ama,expression-used-to-introduce-a-question
ama,attach
ama,join
ama,affix
ama,stick
ama,get-stuck
ama,lie-prone
ama,expression
ama,lie
ama!,impatience
ama!,wow
amali,act
amali,action
amali,activity
amali,behaviour
amali,business
amali,charm-(kind-of)
amali,employment
amali,occupation
amali,practice
amali,profession
amali,speciality
amali,work
amali,charm
amana,pledge
amana,security
amana,trust
amana,vow
amani,peace
amani,peace-treaty
amani,safety
amani,security
amania,believe-in
amania,depend-on
amania,rely-on
amania,trust
amania,believe
amania,depend
amania,rely
amara,aid
amara,assistance
amara,urgent-business
amara,help
amara,business
amari,anchor-chain
amari,cable-(of-an-anchor)
amari,anchor
amari,cable
amba,wh-
amba,which
amba,who
amba,that
amba,speak
amba,say
amba,talk
amba,explain
amba,speak-ill-of-someone
amba,slander
amba,abuse
amba,talk-behind-someone's-back
amba,be-in-contact
amba,stick-together
amba,adhere
amba,contact
amba,stick
amba-,that
amba-,which
amba mtu,talk
ambaa,come-near-to-without-touching
ambaa,avoid
ambaa,escape
ambaa,hug-(the-shore)
ambaa,pass-by
ambaa,skirt
ambaa,approach
ambaa,hug
ambaa,pass
ambacho,that
ambacho,which
ambako,where
ambalo,that
ambalo,which
ambamo,where-(inside)
ambamo,where
ambao,who
ambao,that
ambao,which
ambapo,whereas
ambapo,while
ambapo,where
ambapo,when
ambari,ambergris
ambata,clasp
ambata,cling
ambata,adhere
ambata,stick-(together)
ambata,join
ambata,connect
ambata,stick
ambatana,adhere
ambatana,cohere
ambatana,stick-together
ambatana,clasp-(each-other)
ambatana,cling-to-(each-other)
ambatana,cling-together
ambatana,be-linked
ambatana,be-connected
ambatana,clasp
ambatana,cling
ambatana,connect
ambatana,link
ambatana,stick
ambatanisha,attach
ambatisha,attach
ambatisha,fix
ambavyo,that
ambavyo,which
ambaye,who
ambayo,that
ambayo,which
ambaza,cause-to-come-near-without-touching
ambaza,cause-to-avoid
ambaza,cause-to-escape
ambaza,cause-to-hug-(the-shore)
ambaza,cause-to-pass-by
ambaza,cause-to-skirt
ambaza,approach
ambaza,avoid
ambaza,escape
ambaza,hug
ambaza,pass
ambaza,skirt
ambazo,that
ambazo,which
ambia,inform
ambia,relate
ambia,tell
ambika,hold-together
ambika,stick-together
ambika,cohere
ambika,adhere
ambika,prepare-a-trap-for-fish
ambika,bait
ambika,lure
ambika,soak
ambika,meddle
ambika,chatter
ambika,gossip
ambika,hold
ambika,together
ambika,trap
ambilika,affable
ambilika,be-approachable
ambilika,approachable
ambiwa,be-told
ambiwa,be-informed
ambiwa,be-related
ambiwa,be-said-of
ambiwa,informed
ambiwa,related
ambiwa,said
ambiwa,told
ambizana,talk-to-each-other
ambizana,talk
ambo,glue
ambo,gum
ambua,benefit
ambua,detach
ambua,lift
ambua,loosen
ambua,peel-off
ambua,profit
ambua,pull-off
ambua,separate
ambua,peel
ambua,pull
ambuka,benefit
ambuka,come-off
ambuka,profit
ambuka,come
ambukiza,contaminate
ambukiza,infect
ambukiza,be-infectious
ambukiza,pollute
ambukiza,be-contagious
ambukiza,contagious
ambukiza,infectious
ambukizo,contagion
ambukizo,infection
amdelahane,soft-silky-material
amdelahane,material
Amenia,Armenia
amerekani,rough-unbleached-cotton-sheeting-cloth
amerekani,cloth
amerikani,rough-unbleached-cotton-cloth
amerikani,cloth
ameriki,americium
ami,uncle-(paternal)
ami,uncle
amia,guard-crops-from-birds
amia,protect-(a-field-or-garden-from-birds-and-animals)
amia,guard
amia,protect
amiba,amoeba
amili,accomplish
amili,act
amili,complete
amili,do
amili,guide
amili,lead
amili,steer
amina,amen
amina,so-be-it
amini,devoted
amini,faithful
amini,reliable
amini,trustworthy
amini,believe
amini,entrust
amini,trust
amini,prove-oneself-trustworthy
amini,blood-brother
amini,devotion
amini,faithfulness
amini,fidelity
amini,reliability
amini,brother
aminifu,devoted
aminifu,faithful
aminifu,honest
aminifu,reliable
aminifu,trustworthy
aminika,be-reliable
aminika,be-trusted
aminika,be-trustworthy
aminika,reliable
aminika,trust
aminika,trustworthy
aminisha,give-certainty
aminisha,inspire-confidence
aminisha,entrust
aminisha,certainty
aminisha,confidence
aminiwa,be-believed
aminiwa,believe
amiri,begin-something
amiri,colonel
amiri,commander
amiri,leader
amiri,officer
amiri,begin
amirisho,beginning
amirisho,start
amiwa,be-guarded
amiwa,guard
amka,wake-up
amka,awake
amka,get-up
amka,rise
amka,arise
amka,stir
amka,get
amka,wake
amkia,become-dawn
amkia,show-someone-one's-esteem
